%:382	% 120:1	% 13:1	% 150:1	% 180:1	% 2:1	% 26:1	% 30:2	% 60:2	% 6\/2:1
% 90:2	% NULL:47	% a:4	% above:2	% according:2	% aim:1	% and:10	% as:1	% at:3	% before:2
% below:1	% black:1	% bond:2	% bonds:1	% boost:1	% britain:1	% by:2	% compared:2	% convertible:1	% decline:6
% default:1	% drop:8	% five:1	% for:1	% friday:2	% from:20	% gain:4	% germany:1	% goldman:1	% growth:2
% had:1	% have:1	% high:1	% higher:2	% however:1	% if:1	% in:32	% increase:8	% interest:5	% is:1
% issue:5	% its:1	% japan:1	% jump:3	% last:5	% loss:1	% low:1	% month-to-month:1	% more:2	% mr.:1
% near:1	% norway:1	% notes:1	% of:45	% offered:1	% on:6	% one:5	% or:2	% over:1	% partner:1
% plunge:1	% profit:1	% rate:2	% reduction:1	% reflecting:1	% reimburse:1	% return:3	% rise:3	% sales:1	% say:1
% securities:2	% senior:1	% share:1	% since:1	% six:3	% so:1	% stake:6	% standard:2	% subordinated:1	% switzerland:1
% the:2	% this:1	% three:4	% through:1	% to:42	% two:1	% up:1	% wage:1	% well:1	% were:1
% when:2	% while:4	% with:4	% year-to-year:1	&:80	& antiques:1	& associates:1	& banking:2	& barrow:1	& bradstreet:1
& clark:1	& co:10	& co.:29	& decker:1	& equity:1	& flom:1	& gamble:5	& health:1	& jenrette:1	& johnson:1
as five:2	as floodlights:1	as for:2	as four:1	as friday:2	as full:1	as going:1	as gold:1	as goldman:2	as good:1
as grants:1	as greatness:1	as greedy:1	as gro:1	as he:1	as high:4	as high-quality:1	as his:1	as hobbies:1	as household:1
as i:3	as if:3	as in:2	as inadequate:1	as individual:2	as inferior:1	as insane:1	as institutions:1	as inter-bank:1	as investors:2
as is:2	as it:8	as its:2	as japan:1	as japanese:1	as k:1	as last:1	as late:1	as liquidity:1	as little:1
as long:4	as lotus:1	as low:4	as major:1	as many:7	as march:2	as mars:1	as mcvities:1	as media:1	as merck:1
as milestones:2	as miller:1	as minimalist:1	as most:2	as mr.:1	as much:11	as national:1	as non-accruing:1	as north:1	as norwich:1
as of:4	as officials:1	as on:1	as one:6	as open:1	as order:1	as our:1	as part:5	as particularly:1	as paul:1
as planned:1	as potential:1	as potentially:1	as powerful:1	as president:2	as previously:3	as prices:3	as prizes:1	as program:1	as quickly:1
as reasons:1	as recently:1	as reinvigoration:1	as reported:1	as resorts:1	as sales:1	as socalled:1	as solvents:1	as some:1	as something:1
as soon:2	as sour:1	as spain:1	as spokesmen:1	as stock:1	as stocks:1	as subject:1	as texas:1	as the:50	as their:3
as there:1	as they:3	as this:1	as those:1	as though:2	as to:6	as too:1	as traders:2	as trading:1	as u.s.:1
as usual:2	as vice:1	as wal-mart:1	as wall:2	as was:2	as well:10	as west:1	as when:1	as word:1	as you:1
as\/400:1	as\/400 ibm:1	ashore:1	ashore in:1	ashtrays:1	ashtrays says:1	asia:9	asia 12,000:1	asia development:4	asia is:1
asia ltd.:1	asia unit:1	asia was:1	asian:3	asian and:2	asian markets:1	aside:4	aside by:1	aside in:1	aside the:2
ask:6	ask an:1	ask for:1	ask oneself:1	ask people:1	ask the:1	ask who:1	asked:12	asked NULL:3	asked for:2
asked the:1	asked to:2	asked ual:1	asked what:3	asking:2	asking following:1	asking mccaw:1	assassin:1	assassin in:1	assemble:1
assemble a:1	assembled:1	assembled NULL:1	assembly:3	assembly declared:1	assembly plant:1	assembly vote:1	asses:1	asses kicked:1	asset:5
asset allocation:1	asset in:1	asset management:1	asset sales:2	asset-management:1	asset-management fee:1	assets:25	assets NULL:6	assets an:1	assets and:1
assets are:2	assets before:1	assets can:1	assets for:1	assets in:2	assets it:1	assets jumped:1	assets of:3	assets over:1	assets such:1
assets the:1	assets they:1	assets trust:1	assign:1	assign their:1	assigned:1	assigned a:1	assist:1	assist its:1	assistance:1
assistance to:1	assistants:1	assistants sat:1	assisting:1	assisting mr.:1	associate:6	associate NULL:1	associate agreed:1	associate member:2	associate membership:1
associate of:1	associated:2	associated in:1	associated with:1	associates:10	associates a:1	associates an:1	associates in:2	associates inc:3	associates inc.:1
associates ltd.:1	associates use:1	association:20	association NULL:1	association a:2	association fannie:1	association has:2	association is:2	association of:5	association proposal:1
association securities:1	association tampa:1	association took:1	association voted:1	association were:1	association with:1	associations:1	associations whenever:1	assumed:2	assumed large:1
assumed there:1	assuming:3	assuming he:1	assuming that:1	assuming their:1	assumption:2	assumption as:1	assumption of:1	assumptions:1	assumptions never:1
assurance:4	assurance a:1	assurance co.:2	assurance unit:1	assured:1	assured roh:1	astringency:1	astringency of:1	astronauts:1	astronauts are:1
at:410	at 1.25:1	at 1.375:1	at 1.625:1	at 1.72:1	at 10:2	at 10.625:1	at 100:1	at 103:2	at 104.75:1
at 10:15:1	at 10:25:1	at 111:1	at 114:1	at 114.5:1	at 12:1	at 12:49:2	at 13.625:1	at 13.97:1	at 1385.72:1
at 15:1	at 15,000:1	at 15.75:1	at 1601.5:1	at 1738.7:1	at 18:1	at 18.50:1	at 18.625:1	at 18.875:1	at 19:1
at 2.50:1	at 2.875:1	at 20.59:1	at 2076.8:1	at 2163.4:2	at 22.125:1	at 224:1	at 225,000:1	at 23.00:1	at 25.25:1
at 250:1	at 2600:1	at 2601.70:1	at 2657.38:3	at 3.8:1	at 300:1	at 31.50:1	at 34.375:1	at 34468.69:1	at 35087.38:1
at 353,500:1	at 36:1	at 371.20:1	at 3:15:1	at 3:30:1	at 3:45:1	at 4:2	at 40:1	at 44.625:1	at 5:1
at 5.163:1	at 5.5:1	at 50:2	at 51.75:1	at 523.6:1	at 526.2:1	at 55.375:1	at 57:1	at 57.125:1	at 66:1
at 7.72:1	at 74:1	at 74.48:1	at 75:1	at 76.50:1	at 8:1	at 80:1	at 845:1	at 8:30:2	at 9:1
at 9.375:1	at 96.15:1	at 97:1	at 98:2	at 98.30:1	at 99:2	at 9:30:2	at 9:45:1	at a:36	at about:6
at addressing:1	at all:7	at an:3	at annex:1	at any:9	at applied:2	at aristech:1	at around:2	at as:1	at auction:4
at b.:1	at bargain-basement:1	at barry:1	at bats:2	at bay:1	at berkeley:1	at bernhard:1	at best:1	at blunt:1	at boeing:1
at c:1	at campeau:1	at candlestick:1	at centrust:1	at chicken:1	at columbia:1	at comdisco:1	at commercial:1	at continental:1	at cost:1
at department:1	at dictaphone:1	at diego:1	at dillon:1	at donaldson:1	at drexel:2	at dusk:2	at ease:1	at emerson:1	at fidelity:2
at first:4	at five:4	at fossett:1	at george:1	at grey:1	at hand:1	at harvard:2	at heinz:1	at high:1	at higher:2
at home:4	at hong:1	at ibbotson:1	at ids:1	at indicated:1	at it:2	at its:6	at j.d.:1	at japanese-owned:1	at jefferies:2
at june:1	at just:1	at kentucky:1	at kidder:1	at kodak:1	at korea:1	at large:1	at least:23	at less:1	at lower:1
at maturity:1	at me:1	at merrill:3	at midday:1	at midnight:1	at moody:1	at more:1	at moscow:1	at mr.:1	at near-panic:1
at new:1	at newsstands:1	at once:1	at one:5	at only:1	at options:1	at overseas:1	at pace:1	at painewebber:1	at paint:1
at par:1	at philip:1	at prevailing:2	at prudential-bache:2	at quarter:1	at rochester:1	at saks:1	at scudder:2	at sept.:1	at shannon:3
at shearson:1	at skirting:1	at smith:1	at sotheby:2	at soundview:1	at southern:1	at specialty:1	at standard:2	at steep:1	at stunning:1
at such:1	at t.:1	at taisho:1	at teen-agers:1	at that:2	at the:64	at this:3	at three:1	at toyo:1	at trimming:1
at wertheim:1	at west:1	at what:1	at yamaichi:1	at yasuda:1	at&t:1	at&t 's:1	athens:1	athens parley:1	atkins:1
atkins of:1	atlanta:1	atlanta computer-software:1	atlantic:2	atlantic corp:1	atlantic employees:1	atlantis:3	atlantis and:1	atlantis because:1	atlantis shuttle:1
atm:1	atm của:1	atm của chủ:1	atmosphere:2	atmosphere NULL:1	atmosphere during:1	atrocities:1	atrocities as:1	attached:1	attached to:1
attack:2	attack the:1	attack unrelated:1	attacked:2	attacked NULL:1	attacked mr.:1	attempt:4	attempt to:4	attempting:3	attempting to:3
attempts:1	attempts to:1	attendants:1	attendants NULL:1	attention:4	attention from:2	attention he:1	attention on:1	attitude:3	attitude bankers:1
attitude is:1	attitude says:1	attitudes:1	attitudes some:1	attorney:9	attorney NULL:1	attorney charles:1	attorney dale:1	attorney general:3	attorney in:1
attorney tom:1	attorney who:1	attorneys:1	attorneys NULL:1	attract:4	attract advertisers:1	attract better:1	attract businesses:1	attract some:1	attracted:2
attracted by:1	attracted the:1	attracting:1	attracting more:1	attractive:2	attractive bargains:1	attractive to:1	attractively:1	attractively and:1	attractiveness:1
attractiveness to:1	attracts:1	attracts people:1	attributed:2	attributed improved:1	attributed to:1	au:1	au yeung:1	auction:17	auction NULL:3
auction and:1	auction block:1	auction details:1	auction for:1	auction house:3	auction in:1	auction of:2	auction on:2	auction until:1	auction were:1
auctions:3	auctions NULL:1	auctions company:1	auctions of:1	audience:3	audience at:1	audience to:1	audience which:1	audiences:1	audiences vote:1
audio:1	audio players:1	audit:1	audit hearing:1	aug.:10	aug. 1:2	aug. 21:1	aug. 30:1	aug. 31:5	aug. 5:1
august:17	august 1987:1	august 1988:2	august and:1	august di:1	august from:2	august has:1	august merchandise:1	august of:1	august rise:1
august the:3	august to:1	august trade:1	august u.s.:1	aurora:1	aurora colo.:1	aus:1	aus consultants:1	austere:1	austere minimalism:1
austin:1	austin george:1	australia:3	australia NULL:1	australia and:1	australia sydney:1	australian:1	australian businessman:1	austrian:1	austrian president:1
authentic:1	authentic representative:1	authenticity:1	authenticity of:1	author:1	author 's:1	authority:12	authority 's:2	authority could:1	authority in:1
authority of:2	authority on:1	authority plans:1	authority to:3	authority which:1	authorization:1	authorization NULL:1	authorized:3	authorized by:1	authorized the:1
authorized to:1	auto:9	auto executives:1	auto maker:2	auto makers:4	auto market:1	auto research:1	auto-making:1	auto-making business:1	autograph:2
autograph NULL:1	autograph power-hitter:1	automated:1	automated 800-number:1	automatic:2	automatic number:1	automatic wage:1	automobiles:2	automobiles in:1	automobiles which:1
automotive:2	automotive and:1	automotive sales:1	autos:1	autos and:1	autumn:1	autumn a:1	ava:1	ava mo.:1	available:5
available NULL:2	available at:1	available for:1	available is:1	avant-garde:1	avant-garde NULL:1	avenue:2	avenue designers:1	avenue paul:1	average:51
average 's:1	average NULL:2	average and:1	average appeared:1	average around:1	average as:1	average citizen:1	average day:1	average discount:2	average down:1
average fell:1	average friday:1	average had:2	average has:1	average including:1	average investor:1	average jumped:1	average life:1	average of:8	average on:1
average opened:1	average pay:1	average peasant:1	average plummet:1	average plunged:2	average price:2	average rallied:1	average rate:1	average rebounded:1	average savings:1
average second:1	average shares:1	average since:1	average surged:1	average to:1	average volume:1	average was:2	average were:1	averages:2	averages declared:1
averages is:1	averaging:1	averaging method:1	aviation:4	aviation administration:1	aviation connection:1	aviation industry:1	aviation subcommittee:1	avoid:8	avoid a:1
avoid explusion:1	avoid infringement:1	avoid risk:1	avoid such:1	avoid the:2	avoid various:1	avoided:1	avoided a:1	avoids:1	avoids knocking:1
await:1	await the:1	awaiting:1	awaiting the:1	award:5	award NULL:1	award as:1	award ever:1	award or:1	award to:1
awarded:3	awarded a:1	awarded the:2	aware:1	aware of:1	awareness:1	awareness about:1	awash:1	awash in:1	away:17
away NULL:4	away and:1	away as:1	away character:1	away from:5	away successes:1	away the:2	away while:1	away you:1	awful:1
awful lot:1	axit:25	axit 2:2	axit 2 nữ:2	axit NULL:1	axit bạn:3	axit bạn gái:3	axit bắn:1	axit bắn vào:1	axit chưa:1
axit chưa sử:1	axit dùng:1	axit dùng để:1	axit hai:2	axit hai nữ:2	axit khi:1	axit khi gây:1	axit khiến:1	axit khiến họ:1	axit kẻ:1
axit kẻ thù:1	axit nhập:1	axit nhập viện:1	axit thanh:1	axit thanh kể:1	axit trên:1	axit trên đường:1	axit tình:1	axit tình cũ:1	axit từ:1
axit từ bình:1	axit vào:4	axit vào mặt:4	axit để:1	axit để trả:1	axit đổ:1	axit đổ vào:1	ayatollah:1	ayatollah that:1	b-3:2
b-3 NULL:1	b-3 from:1	b.:6	b. altman:1	b. black-and-white:1	b. butler:1	b. kossuth:1	b. stewart:1	b. von:1	b.a.t:1
b.a.t drg:1	b.b.:1	b.b. real:1	ba-3:1	ba-3 and:1	baby:2	baby boomers:1	baby steps:1	bachmann:2	bachmann NULL:1
bachmann a:1	back:45	back NULL:10	back a:1	back and:3	back because:1	back can:1	back down:1	back he:1	back in:2
back later:1	back of:1	back on:2	back one:1	back only:1	back out:1	back strong:1	back strongly:1	back taxes:1	back the:1
back their:1	back three-fourths:1	back to:5	back up:1	back wear:1	back where:1	back with:3	back withdrawals:1	back-up:2	back-up bid:2
backed:5	backed a:1	backed away:3	backed by:1	backers:1	backers include:1	background:4	background in:1	background music:1	background the:1
background two-tone:1	backing:1	backing mr.:1	backlash:2	backlash NULL:1	backlash against:1	backlog:1	backlog of:1	backslapping:1	backslapping and:1
backup:1	backup system:1	bacteria:1	bacteria NULL:1	bad:13	bad assets:2	bad at:1	bad bellwether:1	bad luck:1	bad money:1
bad mood:1	bad news:1	bad parts:1	bad performance:1	bad publicity:1	bad said:1	bad times:1	badly:2	badly damaged:1	badly needed:1
bags:1	bags and:1	bail:3	bail investors:1	bail out:2	bailed:1	bailed out:1	bailey:5	bailey chủ:1	bailey chủ động:1
bailey cũng:1	bailey cũng không:1	bailey gửi:1	bailey gửi cho:1	bailey lại:1	bailey lại nhắn:1	bailey nói:1	bailey nói đang:1	bailing:1	bailing out:1
bailout:11	bailout NULL:2	bailout agency:2	bailout at:1	bailout but:1	bailout concludes:1	bailout law:2	bailout spending:1	bailout was:1	baker:5
baker after:1	baker complained:1	baker hughes:2	baker in:1	bakeries:2	bakeries in:1	bakeries to:1	bakery:1	bakery for:1	baksheesh:1
baksheesh to:1	balance:6	balance and:1	balance of:1	balance outside:1	balance sheets:2	balance the:1	balanced:1	balanced to:1	balanced-budget:2
balanced-budget amendment:2	balk:1	balk at:1	balked:2	balked at:2	ball:3	ball &:1	ball over:1	ball tremendously:1	ballot:1
ballot for:1	balloting:1	balloting considered:1	balm:1	balm for:1	baltic:1	baltic on:1	baltimore:6	baltimore NULL:2	baltimore farm:1
baltimore office:1	baltimore orioles:1	baltimore says:1	ban:13	ban NULL:1	ban flag:1	ban has:1	ban ngày:1	ban ngày đi:1	ban on:8
ban đầu:1	ban đầu tra:1	bancoklahoma:3	bancoklahoma 's:1	bancoklahoma common:1	bancoklahoma corp.:1	band:1	band of:1	bandow:1	bandow is:1
bangkok:1	bangkok manila:1	bank:53	bank 's:5	bank 10:1	bank NULL:7	bank ag:1	bank and:1	bank capital:1	bank come:1
bank commitments:2	bank corp.:1	bank could:1	bank danvers:1	bank fees:1	bank financing:3	bank first:1	bank from:1	bank has:1	bank holding:5
bank in:1	bank last:1	bank miami:1	bank most:1	bank of:4	bank or:1	bank prices:1	bank said:1	bank san:1	bank subsidiary:1
bank syndicate:2	bank talks:1	bank unit:1	bank we:1	bank worked:1	bank-backed:1	bank-backed business:1	bankamerica:1	bankamerica corp.:1	banker:3
banker alex:1	banker said:1	banker with:1	bankers:14	bankers ':1	bankers acceptances:1	bankers and:4	bankers believed:2	bankers have:1	bankers in:1
bankers many:1	bankers representing:1	bankers said:1	bankers view:1	banking:13	banking and:1	banking at:1	banking co:1	banking co.:1	banking company:1
banking concern:2	banking fees:1	banking operations:1	banking practices:1	banking regulators:1	banking revenue:2	banknote:11	banknote 's:2	banknote NULL:1	banknote co.:2
banknote offered:1	banknote said:5	bankruptcies:1	bankruptcies he:1	bankruptcy:2	bankruptcy code:1	bankruptcy protection:1	bankruptcy-court:1	bankruptcy-court reorganization:1	bankruptcy-law:2
bankruptcy-law filing:1	bankruptcy-law protection:1	banks:39	banks ':1	banks NULL:3	banks about:1	banks and:2	banks and\/or:1	banks appear:1	banks are:1
banks balked:1	banks began:1	banks borrow:1	banks but:2	banks confirmed:1	banks for:1	banks in:2	banks inched:1	banks might:1	banks obtain:1
banks on:1	banks outside:1	banks refused:1	banks said:1	banks says:1	banks secured:1	banks slid:1	banks that:1	banks the:2	banks to:2
banks which:1	banks will:1	banks would:1	banks writing:1	banks yesterday:1	banned:1	banned dual:1	banshees:1	banshees will:1	banstar:1
banstar corp.:1	bao:1	bao gồm:1	bao gồm nước:1	bar:1	bar on:1	bardagy:1	bardagy executive:1	barely:2	barely a:1
barely two:1	bargain:5	bargain NULL:2	bargain again:1	bargain hunting:1	bargain priced:1	bargain-basement:1	bargain-basement prices:1	bargain-hunting:4	bargain-hunting NULL:1
bargain-hunting by:1	bargain-hunting institutions:2	bargaining:2	bargaining a:1	bargaining power:1	bargains:4	bargains NULL:1	bargains after:1	bargains in:1	bargains right:1
barilla:1	barilla group:1	baring:2	baring international:1	baring securities:1	barney:4	barney harris:4	barometer:2	barometer ended:1	barometer the:1
baroque:1	baroque canvas:1	barrage:1	barrage of:1	barrah:1	barrah NULL:1	barrel:1	barrel for:1	barrels:4	barrels NULL:1
barrels a:1	barrels and:1	barrels of:1	barrett:4	barrett of:1	barrett rake:2	barrett then:1	barriers:2	barriers should:1	barriers the:1
barrow:1	barrow wine:1	barry:9	barry schrager:1	barry wright:8	bars:2	bars the:1	bars were:1	bartered:1	bartered to:1
base:7	base and:1	base at:1	base for:1	base metal:1	base of:1	base rate:1	base salary:1	baseball:4	baseball 's:1
baseball NULL:1	baseball bat:1	baseball that:1	based:40	based here:1	based in:20	based largely:2	based on:17	baseman:1	baseman had:1
bases:2	bases and:1	bases in:1	bashers:1	bashers that:1	bashing:1	bashing of:1	basic:2	basic need:1	basic technology:1
basically:1	basically dropped:1	basics:1	basics are:1	basing:3	basing advancement:1	basing pay:1	basing rights:1	basis:8	basis 1989:1
basis NULL:2	basis by:1	basis of:2	basis points:1	basis the:1	basket:1	basket NULL:1	baskets:1	baskets of:1	bass:2
bass note:1	bass or:1	bat:2	bat NULL:2	batman:2	batman NULL:1	batman los:1	bats:2	bats and:1	bats two:1
